PlayerID,Name,Position,Number,D.O.B,Age,Height (cm)
200201,Miguel Veloso,Midfielder,4,1986-05-11,28,181
216650,Gelson Fernandes,Midfielder,16,1986-09-02,27,179
216627,Valon Behrami,Midfielder,11,1985-04-19,29,184
312679,Hong Jeongho,Defender,20,1989-08-12,24,188
207888,Per Mertesacker,Defender,17,1984-09-29,29,198
216069,Emir Spahic,Defender,4,1980-08-18,33,183
239237,Carl Medjani,Defender,12,1985-05-15,29,180
216006,Anthony Vanden Borre,Defender,21,1987-10-24,26,185
307026,Cristian Gamboa,Defender,16,1989-10-24,24,175
347716,Hiroshi Kiyotake,Forward,8,1989-11-12,24,172
306634,Jonathan Mensah,Defender,19,1990-07-13,23,182
213878,Victor Bernardez,Defender,5,1982-05-24,32,187
229499,Diego Godin,Defender,3,1986-02-16,28,185
186793,Vasily Berezutskiy,Defender,14,1982-06-20,32,188
339447,Johnny Acosta,Defender,2,1983-07-21,30,175
321971,Geoff Cameron,Defender,20,1985-07-11,28,190
296273,Alejandro Bedoya,Midfielder,11,1987-04-29,27,178
183796,Christian Bolanos,Midfielder,7,1984-05-17,30,178
296827,Rafik Halliche,Defender,5,1986-09-02,27,187
181930,Jorge Guagua,Defender,2,1981-09-28,32,179
288961,Ehsan Haji Safi,Midfielder,3,1990-02-25,24,177
181698,Aldo Ramirez,Midfielder,5,1981-04-18,33,175
278732,Aurelien Chedjou,Defender,14,1985-06-20,28,185
286481,Maximiliano Pereira,Defender,16,1984-06-08,30,173
356711,Azubuike Egwuekwe,Defender,6,1989-07-16,24,195
200199,Joao Moutinho,Midfielder,8,1986-09-08,27,170
358099,Senad Lulic,Midfielder,16,1986-01-18,28,183
213879,Maynor Figueroa,Defender,3,1983-05-02,31,184
268474,Atsuto Uchida,Defender,2,1988-03-27,26,176
216646,Blerim Dzemaili,Midfielder,15,1986-04-12,28,179
290864,Toby Alderweireld,Defender,2,1989-03-02,25,186
356459,Godfrey Oboabona,Defender,14,1990-09-16,23,183
216642,Reto Ziegler,Defender,3,1986-01-16,28,183
296303,Juan Carlos Garcia,Defender,6,1988-03-08,26,175
175512,Kyle Beckerman,Midfielder,15,1982-04-23,32,181
349578,Frickson Erazo,Defender,3,1988-05-05,26,189
273291,Efe Ambrose,Defender,5,1988-10-18,25,190
289027,Makoto Hasebe,Midfielder,17,1984-01-18,30,180
291329,Ismael Tiote,Midfielder,9,1986-06-21,27,175
216645,Johan Djourou,Defender,20,1987-01-18,27,192
229436,Carlos Carmona,Midfielder,6,1987-02-21,27,179
185359,Diego Perez,Midfielder,15,1980-05-18,34,176
237071,Boniek Garcia,Midfielder,14,1984-09-04,29,176
197409,Matt Mckay,Midfielder,17,1983-01-11,31,174
207924,James Milner,Midfielder,17,1986-01-04,28,175
238381,Samuel Inkoom,Defender,2,1989-06-01,25,179
183798,Roy Miller,Defender,19,1984-11-24,29,189
182372,Javier Mascherano,Midfielder,14,1984-06-08,30,171
216880,Thomas Vermaelen,Defender,3,1985-11-14,28,178
228351,Alexandros Tziolis,Midfielder,6,1985-02-13,29,190
229443,Juan Zuniga,Defender,18,1985-12-14,28,171
197464,Glen Johnson,Defender,2,1984-08-23,29,180
200213,Pablo Armero,Defender,7,1986-11-02,27,174
238112,Hector Moreno,Defender,15,1988-01-17,26,182
267829,Martin Caceres,Defender,22,1987-04-07,27,178
209940,Junior Diaz,Defender,15,1983-09-12,30,185
276131,Walter Gargano,Midfielder,5,1984-07-23,29,168
230117,Emilio Izaguirre,Midfielder,7,1986-05-10,28,177
216964,Nigel De Jong,Midfielder,6,1984-11-30,29,174
198489,Arthur Boka,Defender,3,1983-04-02,31,166
184373,Yasuyuki Konno,Defender,15,1983-01-25,31,178
208120,Michael Umana,Defender,4,1982-07-16,31,180
209960,Francisco Rodriguez,Defender,2,1981-10-20,32,191
176971,Didier Zokora,Defender,5,1980-12-14,33,183
94918,Faryd Mondragon,Goalkeeper,22,1971-06-21,43,191
178185,Noel Valladares,Goalkeeper,18,1977-05-03,37,178
159304,Gianluigi Buffon,Goalkeeper,1,1978-01-28,36,190
179048,Stipe Pletikosa,Goalkeeper,1,1979-01-08,35,193
178420,Tim Howard,Goalkeeper,1,1979-03-06,35,187
182021,Mickael Landreau,Goalkeeper,23,1979-05-14,35,184
184982,Nick Rimando,Goalkeeper,22,1979-06-17,35,182
178958,Boubacar Barry,Goalkeeper,1,1979-12-30,34,180
179038,Julio Cesar,Goalkeeper,12,1979-09-03,34,179
367333,Sergey Ryzhikov,Goalkeeper,16,1980-09-19,33,192
358097,Asmir Avdukic,Goalkeeper,22,1981-05-13,33,190
195223,Roman Weidenfeller,Goalkeeper,22,1980-08-06,33,188
209168,Eugene Galekovic,Goalkeeper,18,1981-06-12,33,186
214377,Andrea Barzagli,Defender,15,1981-05-08,33,186
176644,Iker Casillas,Goalkeeper,1,1981-05-20,33,185
215484,Loukas Vyntra,Defender,11,1981-02-05,33,184
178630,Johnny Herrera,Goalkeeper,23,1981-05-09,33,183
298516,Rahman Ahmadi,Goalkeeper,1,1980-07-30,33,182
356612,Hugo Campagnaro,Defender,3,1980-06-27,33,181
213871,Donis Escober,Goalkeeper,22,1981-02-03,33,180
195231,Jose Corona,Goalkeeper,1,1981-01-26,33,178
212246,Patrice Evra,Defender,3,1981-05-15,33,171
215471,Vangelis Moras,Defender,5,1981-08-26,32,193
274703,Agustin Orion,Goalkeeper,12,1981-07-26,32,190
214404,Beto,Goalkeeper,22,1982-05-01,32,183
181951,Brad Davis,Midfielder,14,1981-11-08,32,180
214874,Patrick Pemberton,Goalkeeper,18,1982-04-24,32,178
207809,Maxwell,Defender,14,1981-08-27,32,177
210702,Danijel Pranjic,Defender,3,1981-12-02,32,172
286238,Egidio Arevalo,Midfielder,17,1982-01-01,32,168
309426,Victor,Goalkeeper,22,1983-01-21,31,195
253999,Ben Foster,Goalkeeper,13,1983-04-03,31,193
184320,Jefferson,Goalkeeper,1,1983-01-02,31,190
175546,Alfredo Talavera,Goalkeeper,12,1982-09-18,31,188
175413,Pepe Reina,Goalkeeper,23,1982-08-31,31,187
299066,Eduardo,Goalkeeper,1,1982-09-19,31,187
175629,Martin Silva,Goalkeeper,23,1983-03-25,31,187
216990,Charles Itandje,Goalkeeper,16,1982-11-02,31,185
202650,Claudio Bravo,Goalkeeper,1,1983-04-13,31,185
198117,Eiji Kawashima,Goalkeeper,1,1983-03-20,31,185
189300,Vincent Enyeama,Goalkeeper,1,1982-08-29,31,185
196620,Steve Von Bergen,Defender,5,1983-06-10,31,183
254141,Bacary Sagna,Defender,15,1983-02-14,31,175
275793,Oscar Bagui,Defender,18,1982-12-10,31,170
196633,Diego Benaglio,Goalkeeper,1,1983-09-08,30,195
306144,Mariano Andujar,Goalkeeper,21,1983-07-30,30,194
349832,Jose Maria Basanta,Defender,23,1984-04-03,30,188
184856,Austine Ejide,Goalkeeper,16,1984-04-08,30,186
299904,Mensur Mujdza,Midfielder,13,1984-03-28,30,184
254089,Michel Vorm,Goalkeeper,22,1983-10-20,30,183
354873,Mehdi Mostefa,Midfielder,22,1983-08-30,30,182
216432,Yury Zhirkov,Forward,18,1983-08-20,30,180
306180,Benoit Assou Ekotto,Defender,2,1984-03-24,30,178
329737,Ghasem Hadadifar,Midfielder,11,1983-07-12,30,178
254091,Paul Verhaegh,Defender,12,1983-09-01,30,178
358893,Andrey Eshchenko,Defender,22,1984-02-09,30,177
216438,Igor Denisov,Midfielder,7,1984-05-17,30,176
317072,Henri Bedimo,Defender,12,1984-06-04,30,176
321682,Medhi Lacen,Midfielder,8,1984-03-15,30,175
202280,Luis Saritama,Midfielder,19,1983-10-20,30,175
306206,Khosro Heydari,Forward,2,1983-09-14,30,175
214571,Rio Mavuba,Midfielder,12,1984-03-08,30,172
214407,Joao Pereira,Defender,21,1984-02-25,30,172
276139,Brad Guzan,Goalkeeper,12,1984-09-09,29,193
357990,Gordon Schildenfeld,Defender,13,1985-03-18,29,191
299887,Danijel Subasic,Goalkeeper,23,1984-10-27,29,191
198546,Jung Sungryong,Goalkeeper,1,1985-01-04,29,190
297230,Osman Chavez,Defender,2,1984-07-29,29,187
182479,Chigozie Agbim,Goalkeeper,21,1984-11-28,29,187
305708,Mohamed Zemmamouche,Goalkeeper,16,1985-03-19,29,187
378836,Marco Parolo,Midfielder,18,1985-01-25,29,186
182620,Alex Wilkinson,Defender,22,1984-08-13,29,183
229450,Gabriel Achilier,Defender,21,1985-03-24,29,183
356166,Cedric Si Mohammed,Goalkeeper,1,1985-01-09,29,182
298676,Ha Daesung,Midfielder,8,1985-03-02,29,182
299064,Ruben Amorim,Midfielder,20,1985-01-27,29,180
376071,Fatawu Dauda,Goalkeeper,16,1985-04-06,29,180
323339,Djamel Mesbah,Defender,6,1984-10-09,29,179
367555,Die Serey,Midfielder,20,1984-11-07,29,179
276132,Jorge Fucile,Defender,4,1984-11-19,29,177
182379,Pablo Zabaleta,Defender,4,1985-01-16,29,174
228912,Manuel Neuer,Goalkeeper,1,1986-03-27,28,193
229498,Fernando Muslera,Goalkeeper,1,1986-06-16,28,190
228328,Orestis Karnezis,Goalkeeper,1,1985-07-11,28,189
302630,Maximo Banguera,Goalkeeper,1,1985-12-16,28,187
233333,Gabriel Paletta,Defender,20,1986-02-15,28,187
216820,Raul Albiol,Defender,2,1985-09-04,28,187
323326,Rais Mbolhi,Goalkeeper,23,1986-04-25,28,186
215017,Igor Akinfeev,Goalkeeper,1,1986-04-08,28,185
358012,Laurent Koscielny,Defender,21,1985-09-10,28,185
215285,Guillermo Ochoa,Goalkeeper,13,1985-07-13,28,185
214581,Shusaku Nishikawa,Goalkeeper,12,1986-06-18,28,183
301165,Oscar Granados,Midfielder,13,1985-10-25,28,183
200259,Dany Nounkeu,Defender,5,1986-04-11,28,183
280487,Carlos Sanchez,Midfielder,6,1986-02-06,28,182
359997,Avdija Vrsajevic,Midfielder,2,1986-03-06,28,182
199160,Daniel Cambronero,Goalkeeper,23,1986-01-08,28,181
290822,Laurent Ciman,Defender,23,1985-08-05,28,180
278126,Kim Changsoo,Defender,2,1985-09-12,28,179
349582,Francisco Silva,Midfielder,5,1986-02-11,28,178
201001,Fernando Gago,Midfielder,5,1986-04-10,28,178
200133,Lucas Biglia,Midfielder,6,1986-01-30,28,175
268911,Toshihiro Aoyama,Midfielder,14,1986-02-22,28,174
200205,Vieirinha,Forward,10,1986-01-24,28,170
303419,Alexander Dominguez,Goalkeeper,22,1987-06-05,27,196
266783,Sergio Romero,Goalkeeper,1,1987-02-22,27,192
299956,Joe Hart,Goalkeeper,1,1987-04-19,27,191
360111,Panagiotis Glykos,Goalkeeper,12,1986-10-10,27,190
298655,Salvatore Sirigu,Goalkeeper,12,1987-01-12,27,190
271043,David Luiz,Defender,4,1987-04-22,27,189
359448,Stephane Ruffier,Goalkeeper,16,1986-09-27,27,188
297105,Hugo Lloris,Goalkeeper,1,1986-12-26,27,188
200209,Cristian Zapata,Defender,2,1986-09-30,27,187
200130,Ezequiel Garay,Defender,2,1986-10-10,27,186
291332,Ousmane Diarrassouba,Defender,2,1986-12-21,27,186
298613,Henrique,Defender,15,1986-10-14,27,186
369983,Aleksei Kozlov,Defender,2,1986-12-25,27,185
358046,Vladimir Granat,Defender,13,1987-05-22,27,184
199175,Keylor Navas,Goalkeeper,1,1986-12-15,27,184
367433,Matt Besler,Defender,5,1987-02-11,27,182
329745,Hossein Mahini,Defender,13,1986-09-16,27,182
363578,Lee Yong,Defender,12,1986-12-24,27,180
267344,Mehrdad Pooladi,Defender,23,1987-02-26,27,180
298662,Antonio Candreva,Midfielder,6,1987-02-28,27,180
296312,Edder Delgado,Midfielder,12,1986-11-20,27,179
321731,Ioannis Maniatis,Midfielder,2,1986-10-12,27,178
359375,Sammir,Midfielder,19,1987-04-23,27,178
379889,Steven Beitashour,Defender,20,1987-02-01,27,178
240718,Constant Djakpa,Defender,18,1986-10-17,27,177
268411,Park Jooho,Defender,22,1987-01-16,27,174
294626,Harrison Afful,Defender,23,1986-07-24,27,168
362881,Fraser Forster,Goalkeeper,22,1988-03-17,26,201
230121,Asmir Begovic,Goalkeeper,1,1987-06-20,26,198
346763,Alireza Haghighi,Goalkeeper,12,1988-05-02,26,193
298738,Simon Mignolet,Goalkeeper,12,1988-03-06,26,193
379888,Daniel Davari,Goalkeeper,22,1988-01-06,26,193
232760,Tim Krul,Goalkeeper,23,1988-04-03,26,193
353237,Adam Kwarasey,Goalkeeper,12,1987-12-12,26,190
359436,Eder,Forward,11,1987-12-22,26,190
269768,Rui Patricio,Goalkeeper,12,1988-02-15,26,189
349631,Ricardo Alvarez,Midfielder,19,1988-04-12,26,188
354883,Liassine Cadamuro,Defender,17,1988-03-05,26,187
299090,Sokratis Papastathopoulos,Defender,19,1988-06-09,26,186
359428,Luis Neto,Defender,14,1988-05-26,26,186
360109,Panagiotis Kone,Midfielder,8,1987-07-26,26,184
319298,Georgios Tzavelas,Defender,3,1987-11-26,26,183
200261,Alexandre Song,Midfielder,6,1987-09-09,26,183
228624,Cristopher Toselli,Goalkeeper,12,1988-06-15,26,181
370062,Ivan Franjic,Defender,2,1987-09-10,26,180
349576,Juan Paredes,Defender,4,1987-07-08,26,179
361222,Adam Lallana,Midfielder,20,1988-05-10,26,179
228942,Alessio Cerci,Forward,11,1987-07-23,26,177
298677,Jonathan De Guzman,Midfielder,8,1987-09-13,26,174
355023,Allan Nyom,Defender,22,1988-05-10,26,170
379264,Jose Vazquez,Midfielder,23,1988-03-14,26,164
234405,Omar Gonzalez,Defender,3,1988-10-11,25,195
299442,Jerome Boateng,Defender,20,1988-09-03,25,192
359993,Toni Sunjic,Defender,15,1988-12-15,25,192
379985,Andrey Semenov,Defender,5,1989-03-24,25,191
356933,Mitch Langerak,Goalkeeper,12,1988-08-22,25,191
353379,Reza Haghighi,Midfielder,8,1989-02-01,25,190
362649,Andreas Samaris,Midfielder,22,1989-06-13,25,190
270714,Javi Martinez,Midfielder,4,1988-09-02,25,190
367558,Sylvain Gbohouo,Goalkeeper,16,1988-10-29,25,190
303034,Sergio Busquets,Midfielder,16,1988-07-16,25,189
229051,Matthew Spiranovic,Defender,6,1988-06-27,25,188
349568,Adrian Bone,Goalkeeper,12,1988-09-08,25,188
367920,Diego Costa,Forward,19,1988-10-07,25,188
321734,Shuichi Gonda,Goalkeeper,23,1989-03-03,25,187
302381,Ron-robert Zieler,Goalkeeper,12,1989-02-12,25,187
358738,Jasper Cillessen,Goalkeeper,1,1989-04-22,25,187
358694,Kevin Grosskreutz,Defender,2,1988-07-19,25,186
312987,Oscar Duarte,Defender,6,1989-06-03,25,184
228686,David Ospina,Goalkeeper,1,1988-08-31,25,183
319460,Yann Sommer,Goalkeeper,12,1988-12-17,25,183
295149,James Holland,Midfielder,16,1989-05-15,25,180
291398,Park Jongwoo,Midfielder,15,1989-03-10,25,180
332293,Giovanni Sio,Forward,21,1989-03-31,25,180
228691,Alexander Mejia,Midfielder,15,1988-07-11,25,179
358881,Alexey Ionov,Forward,21,1989-02-18,25,178
350129,Miguel Ponce,Defender,16,1989-04-12,25,175
312234,Oliver Bozanic,Midfielder,13,1989-01-08,25,167
356748,Chris Smalling,Defender,12,1989-11-22,24,194
318688,Marcos Rojo,Defender,16,1990-03-20,24,189
311850,Mohammed Rabiu,Midfielder,17,1989-12-31,24,189
319436,Leroy Fer,Midfielder,18,1990-01-05,24,188
317056,Moussa Sissoko,Midfielder,18,1989-08-16,24,187
356189,Jordan Henderson,Midfielder,14,1990-06-17,24,187
319428,Daryl Janmaat,Defender,7,1989-07-22,24,186
367343,Yury Lodygin,Goalkeeper,12,1990-05-26,24,186
359995,Ognjen Vranjes,Defender,6,1989-10-24,24,186
365556,Timmy Chandler,Defender,21,1990-03-29,24,186
306410,Ryan Mcgowan,Defender,19,1989-08-15,24,185
290931,Nicolas Nkoulou,Defender,3,1990-03-27,24,185
350003,Hiroki Sakai,Defender,21,1990-04-12,24,185
306780,Ciro Immobile,Forward,17,1990-02-20,24,184
374529,Anel Hadzic,Midfielder,21,1989-08-16,24,184
274329,Han Kookyoung,Midfielder,14,1990-04-19,24,183
274283,Yun Sukyoung,Defender,3,1990-02-13,24,182
356518,Hwang Seokho,Defender,6,1989-06-27,24,182
288824,Matteo Darmian,Defender,4,1989-12-02,24,182
329092,Hector Herrera,Midfielder,6,1990-04-19,24,180
319432,Daley Blind,Defender,5,1990-03-09,24,180
370438,Sammy Ndjock,Goalkeeper,23,1990-02-25,24,178
270948,Cesar Azpilicueta,Midfielder,22,1989-08-28,24,178
323574,Stephen Adams,Goalkeeper,1,1989-09-28,24,177
365747,Edin Visca,Forward,19,1990-02-17,24,172
366309,Yacine Brahimi,Midfielder,11,1990-02-08,24,171
350124,Javier Aquino,Midfielder,20,1990-02-11,24,166
305382,Sebastian Coates,Defender,19,1990-10-07,23,196
319413,Panagiotis Tachtsidis,Midfielder,23,1991-02-15,23,194
380069,Christoph Kramer,Midfielder,23,1991-02-19,23,189
319340,Eliaquim Mangala,Defender,13,1991-02-13,23,188
274281,Kim Seunggyu,Goalkeeper,21,1990-09-30,23,187
368009,Ebenezer Odunlami,Defender,12,1991-04-30,23,187
336434,Clement Grenier,Midfielder,22,1991-01-07,23,186
323556,Konstantinos Manolas,Defender,4,1991-06-14,23,186
370523,Mathis Bolly,Midfielder,6,1990-11-14,23,185
375453,Andre Almeida,Defender,19,1990-09-10,23,185
356710,Ruben Gabriel,Midfielder,4,1990-09-25,23,184
364088,Faouzi Ghoulam,Defender,3,1991-02-01,23,184
356712,Juwon Oshaniwa,Defender,13,1990-09-14,23,184
312116,Gaston Ramirez,Midfielder,18,1990-12-02,23,183
358869,Georgy Shchennikov,Defender,3,1991-04-27,23,179
379942,Riyad Mahrez,Forward,21,1991-02-21,23,179
321736,Gotoku Sakai,Defender,3,1991-03-14,23,176
379974,Waylon Francis,Defender,12,1990-09-20,23,175
356466,Hotaru Yamaguchi,Midfielder,16,1990-10-06,23,173
371042,Isaac Brizuela,Midfielder,17,1990-08-28,23,173
269071,Daniel Opare,Defender,4,1990-10-18,23,172
336869,Alex Ibarra,Midfielder,5,1991-01-20,23,171
270400,Luis Garrido,Midfielder,19,1990-11-05,23,170
358106,Thibaut Courtois,Goalkeeper,1,1992-05-11,22,198
320375,Joel Matip,Midfielder,21,1991-08-08,22,194
313021,Stefan De Vrij,Defender,3,1992-02-05,22,190
379808,Tino Sven Susic,Midfielder,14,1992-02-13,22,186
376349,William,Midfielder,6,1992-04-07,22,185
358009,Phil Jones,Defender,16,1992-02-21,22,185
376285,Aissa Mandi,Defender,20,1991-10-22,22,184
358885,Maksim Kanunnikov,Forward,6,1991-07-14,22,184
336485,Sime Vrsaljko,Defender,2,1992-01-10,22,183
379952,Erik Durm,Defender,15,1992-05-12,22,183
313051,Joel Veltman,Defender,13,1992-01-15,22,183
339117,Maty Ryan,Goalkeeper,1,1992-04-08,22,181
379164,Ben Halloran,Forward,10,1992-06-14,22,180
306364,Jason Davidson,Defender,3,1991-06-29,22,179
346731,Bakhtiar Rahmani,Midfielder,18,1991-09-23,22,179
307541,Yeltsin Tejeda,Midfielder,17,1992-03-17,22,179
355859,Loic Feudjou,Goalkeeper,1,1992-04-14,22,178
313410,Koke,Midfielder,17,1992-01-08,22,178
330565,Jack Wilshere,Midfielder,7,1992-01-01,22,172
315614,Santiago Arias,Defender,4,1992-01-13,22,171
358732,Jordy Clasie,Midfielder,16,1991-06-27,22,169
380004,Sayouba Mande,Goalkeeper,23,1993-06-15,21,193
373555,John Brooks,Defender,6,1993-01-28,21,193
359440,Raphael Varane,Defender,4,1993-04-25,21,191
308082,Diego Reyes,Defender,5,1992-09-19,21,189
369546,Eder Balanta,Defender,16,1993-02-28,21,181
313559,Ricardo Rodriguez,Defender,13,1992-08-25,21,180
376360,Ismael Diomande,Midfielder,14,1992-08-28,21,180
367557,Jean Daniel Akpa,Defender,7,1992-10-11,21,180
359223,Mattia De Sciglio,Defender,2,1992-10-20,21,179
358101,Muhamed Besic,Midfielder,7,1992-09-10,21,177
370522,Serge Aurier,Defender,17,1992-12-24,21,176
339116,Massimo Luongo,Midfielder,21,1992-09-25,21,176
380060,Cedric Djeugoue,Defender,4,1992-08-28,21,175
368708,Rafa,Forward,15,1993-05-17,21,173
315436,Ramon Azeez,Midfielder,15,1992-12-12,21,170
356704,Juan Quintero,Midfielder,20,1993-01-18,21,168
312014,Michael Babatunde,Forward,18,1992-12-24,21,165
336791,Edgar Salli,Midfielder,20,1992-08-17,21,163
370469,Rashid Sumaila,Defender,15,1992-12-18,21,160
362645,Stefanos Kapino,Goalkeeper,13,1994-03-18,20,196
379736,Matthias Ginter,Defender,3,1994-01-19,20,187
369392,Ross Barkley,Midfielder,21,1993-12-05,20,185
315424,Kenneth Omeruo,Defender,22,1993-10-17,20,185
376230,Sead Kolasinac,Defender,5,1993-06-20,20,183
336085,Terence Kongolo,Defender,14,1994-02-14,20,183
339987,Mateo Kovacic,Midfielder,20,1994-05-06,20,181
368860,Lucas Digne,Defender,17,1993-07-20,20,179
336098,Memphis Depay,Forward,21,1994-02-13,20,178
368973,Deandre Yedlin,Defender,2,1993-07-09,20,175
379939,Nabil Bentaleb,Midfielder,14,1994-11-24,19,189
379911,Divock Origi,Forward,17,1995-04-18,19,185
368655,Jose Gimenez,Defender,13,1995-01-20,19,184
369094,Julian Green,Midfielder,16,1995-06-06,19,172
332827,Carlos Gruezo,Midfielder,23,1995-04-19,19,171
336043,Raheem Sterling,Midfielder,19,1994-12-08,19,170
336450,Luke Shaw,Defender,23,1995-07-12,18,184
319482,Rodrigo Munoz,Goalkeeper,12,1982-01-22,32,185
367415,Jasmin Fejzic,Goalkeeper,12,1986-05-15,28,198
380663,Sammy Bossut,Goalkeeper,13,1985-08-11,28,187
306818,Lee Bumyoung,Goalkeeper,23,1989-04-02,25,199
360642,Camilo Vargas,Goalkeeper,12,1989-03-09,25,185
269859,David De Gea,Goalkeeper,12,1990-11-07,23,190
356676,Roman Buerki,Goalkeeper,21,1990-11-14,23,188
369026,Oliver Zelenika,Goalkeeper,12,1993-05-14,21,192
309420,Mattia Perin,Goalkeeper,13,1992-11-10,21,188
379165,Bailey Wright,Defender,8,1992-07-28,21,184
369050,Ivan Mocinic,Midfielder,15,1993-04-30,21,180
380000,Marcelo Brozovic,Midfielder,14,1992-11-16,21,180
380009,Luis Lopez,Goalkeeper,1,1993-09-13,20,182
379910,Adnan Januzaj,Midfielder,20,1995-02-05,19,180
