PlayerID,ClubID,Plays in home country?
336722,1,True
368902,2,True
362641,3,False
314197,4,False
212306,5,False
229884,6,True
305372,7,False
228599,8,False
300409,9,False
184615,10,False
271550,11,False
227851,12,True
354859,13,False
182206,14,False
217315,8,False
286278,15,False
270775,16,False
233952,17,True
312316,15,False
356411,18,True
338673,19,False
373224,20,True
379894,21,False
208353,22,False
296994,23,False
339508,24,True
213001,25,False
214384,26,False
170667,27,False
271414,28,True
275096,29,True
270301,30,False
201200,31,False
323623,32,False
229397,4,False
235097,33,False
356399,34,False
196842,8,True
228528,9,False
309716,35,False
301059,36,True
364763,37,False
196789,38,False
187203,14,False
367261,39,False
207761,40,False
306548,27,False
275136,41,False
300411,42,False
233500,36,False
274034,8,True
306532,16,True
319470,43,True
318601,4,True
319311,44,True
321722,45,True
214135,37,False
352394,46,True
207851,47,True
353118,48,False
230517,49,False
183864,27,False
216970,50,False
228627,4,False
291393,15,False
298681,51,False
229506,52,False
373400,53,False
186455,54,False
218306,27,False
358891,55,True
306900,56,False
336435,57,False
189259,29,False
267834,58,False
268596,8,False
214410,59,False
305036,38,False
186808,55,True
217172,60,True
358112,61,False
216071,62,False
196812,63,False
228715,64,False
270144,65,False
349572,66,False
312868,27,False
349512,67,False
366573,68,False
184616,45,False
313832,39,False
330689,69,False
238072,70,False
313874,71,True
297383,72,True
297103,31,False
297839,73,False
268149,74,True
274090,16,False
184291,75,True
185385,27,True
307529,76,False
177927,77,True
319358,30,False
267811,8,False
321653,45,False
185641,78,False
215002,5,False
375518,45,False
318172,55,False
183000,36,False
318768,63,False
200176,9,False
290186,79,False
302539,80,True
309316,45,True
307849,81,False
367393,82,False
375459,66,False
367347,83,False
356403,5,False
275112,84,True
319438,85,True
359235,11,True
379972,77,False
369058,86,False
217313,37,False
358015,38,False
358048,87,True
196752,45,True
358120,88,False
330659,89,True
300235,55,True
213953,90,False
356198,38,True
236530,91,False
214876,85,False
299878,54,False
234551,92,False
237058,93,True
290452,94,False
290903,61,False
266800,31,False
362727,95,False
306954,4,True
367388,96,False
359217,58,False
379886,97,False
187258,88,False
248373,45,False
198106,9,False
254167,8,False
214961,16,True
269058,98,False
210704,26,False
216435,99,True
254166,39,True
355997,100,False
178299,101,False
297705,38,False
356731,102,True
215513,103,True
214228,104,False
299198,79,False
358024,105,False
367913,45,False
196897,10,False
371044,102,True
353235,106,False
208016,9,False
316997,107,False
356407,108,True
178842,109,False
290902,8,False
201787,110,False
209119,79,True
175524,36,False
312672,111,False
316117,112,False
311558,113,False
217117,114,False
297106,115,True
267543,96,False
358108,95,False
274946,116,False
175498,117,False
200179,4,True
296633,67,False
212410,118,False
215623,86,True
233531,119,False
233167,120,False
207906,6,True
298892,121,False
354875,122,False
372989,123,False
321697,124,False
367396,125,False
251352,81,False
229392,58,False
207528,31,True
210214,37,False
360728,126,True
209979,127,False
344714,80,False
273996,27,False
218284,31,False
358736,128,True
305764,27,True
210213,37,False
375523,45,False
178119,129,True
183857,4,True
297331,18,True
349592,130,False
296118,131,False
349517,110,False
177876,96,True
353119,132,False
275162,45,True
358049,133,True
305378,134,False
202544,8,False
184545,118,False
216567,6,False
268414,135,False
289195,102,True
321745,136,True
309714,86,False
291389,137,False
274135,16,False
295153,138,True
268594,139,True
369990,140,True
336837,141,False
297112,142,False
241559,31,False
228336,79,False
229502,143,False
359381,88,False
349574,144,False
198243,145,False
290821,55,False
237949,146,True
298582,147,False
213170,148,False
358011,54,False
318150,149,False
290605,150,True
356669,26,False
181406,79,False
227839,151,False
304934,152,False
239433,153,False
300407,154,False
298959,27,False
230739,68,False
209989,30,False
197514,155,False
177855,4,True
300402,156,False
290800,157,False
365464,158,True
311554,57,False
358692,10,True
184447,53,False
180936,159,True
290825,95,False
196900,31,False
268406,70,False
294620,115,False
177768,160,True
218253,1,True
209502,152,False
267527,137,False
296297,28,True
183882,116,False
239424,68,False
358114,11,False
318034,11,False
312432,20,False
323698,161,False
261029,11,False
214887,103,True
190962,4,False
271182,162,False
299960,61,True
200847,163,False
281252,121,False
196605,96,False
216814,31,True
216874,55,False
356162,40,False
168832,63,False
199600,147,False
178403,164,False
297377,51,False
278072,165,True
202655,166,False
290904,95,False
197411,150,True
213124,146,True
364707,167,False
303394,129,True
306424,168,False
269784,31,False
234463,27,False
358013,58,True
311150,46,True
305972,44,False
216004,9,False
216973,4,True
215208,169,False
294619,96,False
200219,68,False
3408,170,False
200935,67,False
230114,158,True
215274,96,True
268821,171,False
295157,146,True
349588,172,False
330693,173,False
310048,174,False
268822,175,True
178963,16,False
297373,99,False
321641,96,True
210212,30,False
245156,176,True
299086,177,False
367918,88,False
233703,9,False
209827,104,False
275931,31,False
228936,36,True
186787,80,True
200262,178,False
271253,20,False
251481,179,False
233530,18,False
311148,10,True
375754,180,False
315429,14,False
279417,87,False
267647,98,False
196748,45,True
207946,181,False
286259,14,False
358022,76,True
313805,182,True
233497,183,True
311174,154,False
356409,184,False
183893,59,False
298664,96,True
290824,39,False
229439,185,False
175689,58,False
300237,133,True
358014,58,True
299896,51,False
289964,58,False
291372,68,False
228617,96,False
216715,186,False
305768,61,True
229440,71,True
339551,187,True
200201,51,False
216650,184,False
216627,11,False
312679,69,False
207888,38,False
216069,81,False
239237,82,False
216006,173,True
307026,111,False
347716,34,False
306634,188,False
213878,24,False
229499,6,False
186793,80,True
339447,90,True
321971,104,False
296273,189,False
183796,190,False
296827,191,False
181930,192,True
288961,193,True
181698,94,False
278732,5,False
286481,107,False
356711,194,True
200199,98,False
358099,14,False
213879,112,False
268474,10,False
216646,11,False
290864,6,False
356459,195,False
216642,196,False
296303,152,False
175512,197,True
349578,198,False
273291,142,False
289027,34,False
291329,54,False
216645,199,False
229436,170,False
185359,177,False
237071,200,False
197409,201,True
207924,9,True
238381,202,False
183798,25,False
182372,4,False
216880,38,False
228351,203,False
229443,11,False
197464,16,True
200213,204,False
238112,52,False
267829,96,False
209940,15,False
276131,77,False
230117,142,False
216964,36,False
198489,42,False
184373,160,True
208120,182,True
209960,102,True
176971,181,False
94918,205,True
178185,187,True
159304,96,True
179048,206,False
178420,61,False
182021,207,True
184982,197,True
178958,208,False
179038,119,False
367333,33,True
358097,209,True
195223,46,True
209168,210,True
214377,96,True
176644,31,True
215484,211,False
178630,176,True
298516,193,True
356612,68,False
213871,187,True
195231,44,True
212246,8,False
215471,212,False
274703,213,True
214404,67,False
181951,200,True
214874,90,True
207809,58,False
210702,214,False
286238,94,False
309426,60,True
253999,153,True
184320,134,True
175546,215,True
175413,11,False
299066,216,True
175629,217,False
216990,49,False
202650,57,False
198117,218,False
189300,50,False
196620,219,True
254141,38,False
275793,192,True
196633,88,False
306144,220,False
349832,221,False
184856,222,False
299904,184,False
254089,48,False
354873,223,False
216432,87,True
306180,224,False
329737,225,True
254091,69,False
358893,226,True
216438,87,True
317072,227,False
321682,228,False
202280,229,True
306206,146,True
214571,50,True
214407,30,False
276139,186,False
357990,214,False
299887,98,False
198546,230,True
297230,231,False
182479,232,True
305708,233,True
378836,77,True
182620,234,False
229450,192,True
356166,235,True
298676,236,False
299064,107,True
376071,237,False
323339,238,False
367555,18,False
276132,39,False
182379,9,False
228912,45,True
229498,5,False
228328,239,False
302630,229,True
233333,77,True
216820,11,False
323326,240,False
215017,80,True
358012,38,False
215285,223,False
214581,241,True
301165,175,True
200259,59,False
280487,242,False
359997,243,False
199160,175,True
290822,218,True
278126,244,False
349582,245,False
201001,213,True
200133,14,False
268911,246,True
200205,88,False
303419,247,True
266783,98,False
299956,9,True
360111,103,True
298655,58,False
271043,27,False
359448,132,True
297105,95,False
200209,36,False
200130,107,False
291332,195,False
298613,11,False
369983,87,True
358046,87,True
199175,211,False
367433,126,True
329745,165,True
363578,136,True
267344,165,True
298662,14,True
296312,28,True
321731,76,True
359375,228,False
379889,248,False
240718,127,False
268411,15,False
294626,249,False
362881,142,False
230121,104,False
346763,250,False
298738,16,False
379888,123,False
232760,54,False
353237,251,False
359436,216,True
269768,13,True
349631,68,False
354883,252,False
299090,46,False
359428,55,False
360109,177,False
319298,103,True
200261,4,False
228624,253,True
370062,201,True
349576,229,True
361222,20,True
228942,254,True
298677,48,False
355023,239,False
379264,129,True
234405,255,True
299442,45,True
359993,256,False
379985,257,True
356933,46,False
353379,165,True
362649,76,True
270714,45,False
367558,258,True
303034,4,True
229051,259,True
349568,260,True
367920,6,True
321734,139,True
302381,73,True
358738,261,True
358694,46,True
312987,262,False
228686,263,False
319460,18,True
295149,264,False
291398,265,False
332293,18,False
228691,266,True
358881,87,True
350129,215,True
312234,267,False
356748,8,True
318688,13,False
311850,65,False
319436,164,False
317056,54,False
356189,16,True
319428,128,True
367343,55,True
359995,268,False
365556,34,False
306410,269,False
290931,115,False
350003,73,False
306780,254,True
374529,270,False
274329,244,False
274283,224,False
356518,246,False
288824,254,True
329092,39,False
319432,261,True
370438,271,False
270948,27,False
323574,272,True
365747,273,False
366309,239,False
350124,92,False
305382,274,True
319413,254,False
380069,113,True
319340,39,False
274281,136,True
368009,275,True
336434,227,True
323556,76,True
370523,276,False
375453,107,True
356710,277,False
364088,11,False
356712,278,False
312116,20,False
358869,80,True
379942,279,False
321736,42,False
379974,171,False
356466,29,True
371042,215,True
269071,218,False
336869,100,False
270400,187,True
358106,6,False
320375,10,False
313021,128,True
379808,243,False
376349,13,True
358009,8,True
376285,280,False
358885,281,True
336485,105,False
379952,46,True
313051,261,True
339117,262,False
379164,276,False
306364,282,False
346731,283,True
307541,182,True
355859,284,True
313410,6,True
330565,38,True
315614,85,False
358732,128,True
380004,285,False
373555,163,False
359440,31,False
308082,39,False
369546,35,False
313559,88,False
376360,132,False
367557,145,False
359223,36,True
358101,286,False
370522,145,False
339116,287,False
380060,284,True
368708,216,True
315436,288,False
356704,39,False
312014,289,False
336791,290,False
370469,291,False
362645,214,True
379736,184,True
369392,61,True
315424,167,False
376230,10,False
336085,128,True
339987,68,False
368860,58,True
336098,85,True
368973,47,True
379939,95,False
379911,50,False
368655,6,False
369094,45,False
332827,42,False
336043,16,True
336450,20,True
319482,292,False
367415,293,False
380663,125,True
306818,294,True
360642,109,True
269859,8,False
356676,108,True
369026,295,True
309420,105,True
379165,296,False
369050,297,True
380000,23,True
380009,28,True
379910,8,False
